Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 459,"This is to report that on 02-09-2024, grievous hurt caused whilst committing lurking house-trespass or house-breaking occurred. The incident happened at bus. This occurred around evening. The accused is a relative. I have evidence in the form of photographs.",Grievous hurt caused whilst committing lurking house-trespass or house-breaking,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 459,"This is to report that on 12-08-2023, grievous hurt caused whilst committing lurking house-trespass or house-breaking occurred. The incident happened at workplace. This occurred around morning. The accused is known to me. I have evidence in the form of documents.",Grievous hurt caused whilst committing lurking house-trespass or house-breaking,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 459,I am filing this complaint regarding an incident where grievous hurt caused whilst committing lurking house-trespass or house-breaking. The incident happened at workplace. This occurred around early morning. The accused is my neighbor. I have evidence in the form of physical evidence.,Grievous hurt caused whilst committing lurking house-trespass or house-breaking,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 460,"I would like to report that death or grievous hurt caused by one of several persons jointly concerned in house-breaking by night, etc.. The incident happened at public place. This occurred around night. The accused is unknown. I have evidence in the form of medical reports.","Death or grievous hurt caused by one of several persons jointly concerned in house-breaking by Night, etc.",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 460,"On 13-04-2024, I witnessed/experienced death or grievous hurt caused by one of several persons jointly concerned in house-breaking by night, etc.. The incident happened at public place. This occurred around evening. The accused is unknown. I have evidence in the form of photographs.","Death or grievous hurt caused by one of several persons jointly concerned in house-breaking by Night, etc.",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 460,"I am filing this complaint regarding an incident where death or grievous hurt caused by one of several persons jointly concerned in house-breaking by night, etc.. The incident happened at workplace. This occurred around morning. The accused is a stranger. I have evidence in the form of photographs.","Death or grievous hurt caused by one of several persons jointly concerned in house-breaking by Night, etc.",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 460,"I wish to file an FIR as death or grievous hurt caused by one of several persons jointly concerned in house-breaking by night, etc. has taken place. The incident happened at home. This occurred around evening. The accused is unknown. I have evidence in the form of photographs.","Death or grievous hurt caused by one of several persons jointly concerned in house-breaking by Night, etc.",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 460,"I wish to file an FIR as death or grievous hurt caused by one of several persons jointly concerned in house-breaking by night, etc. has taken place. The incident happened at bus. This occurred around early morning. The accused is my neighbor. I have evidence in the form of documents.","Death or grievous hurt caused by one of several persons jointly concerned in house-breaking by Night, etc.",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 461,I am filing this complaint regarding an incident where dishonestly breaking open or unfastening any closed receptacle containing or supposed to contain property. The incident happened at train. This occurred around morning. The accused is a stranger. I have evidence in the form of documents.,Dishonestly breaking Open or unfastening any closed receptacle containing or supposed to contain property,2 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 461,"On 16-05-2023, I witnessed/experienced dishonestly breaking open or unfastening any closed receptacle containing or supposed to contain property. The incident happened at bus. This occurred around evening. The accused is my neighbor. I have evidence in the form of documents.",Dishonestly breaking Open or unfastening any closed receptacle containing or supposed to contain property,2 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
